Name, Gender, Price, Sale Price, Colors, Item link, Image link, Sub category, Brand
Gamma LT Pant Women's, Women, $200.00, $N/A, Black || Symbiome || Cobalt Moon || Macro || , https://arcteryx.com/ca/en/shop/womens/gamma-lt-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Gamma-LT-Pant-W-Symbiome.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Ravenna Pant Women's, Women, $600.00, $N/A, Black || Dark Inertia ||  || , https://arcteryx.com/ca/en/shop/womens/ravenna-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Ravenna-Pant-W-Dark-Inertia.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Andessa Pant Women's, Women, $660.00, $N/A, Enigma || Black ||  || , https://arcteryx.com/ca/en/shop/womens/andessa-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Andessa-Pant-W-Enigma.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Beta SL Pant Women's, Women, $320.00, $N/A, Black || , https://arcteryx.com/ca/en/shop/womens/beta-sl-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Beta-SL-Pant-W-Black.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Beta SV Bib Pant Women's, Women, $700.00, $N/A, Black || Rhapsody || , https://arcteryx.com/ca/en/shop/womens/beta-sv-bib-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Beta-SV-Bib-Pant-W-Rhapsody.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Axina Knicker Women's, Women, $200.00, $N/A, Enigma || , https://arcteryx.com/ca/en/shop/womens/axina-knicker#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Axina-Knicker-W-Enigma.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Creston Pant Women's, Women, $130.00, $N/A, Inertia || Black || Cobalt Moon || , https://arcteryx.com/ca/en/shop/womens/creston-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Creston-Pant-W-Inertia.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Creston Capri Women's, Women, $120.00, $N/A, Black || Astral || , https://arcteryx.com/ca/en/shop/womens/creston-capri#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Creston-Capri-W-Astral.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Serres Pant Women's, Women, $150.00, $N/A, Inertia || Black || , https://arcteryx.com/ca/en/shop/womens/serres-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Serres-Pant-W-Inertia.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Cita Pant Women's, Women, $140.00, $N/A, Black || Astral || , https://arcteryx.com/ca/en/shop/womens/cita-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Cita-Pant-W-Astral.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Kyla Pant Women's, Women, $110.00, $N/A, Black || Symbiome || Exosphere || , https://arcteryx.com/ca/en/shop/womens/kyla-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Kyla-Pant-W-Symbiome.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Delaney Legging Women's, Women, $100.00, $N/A, Jute || Megacosm || Black || , https://arcteryx.com/ca/en/shop/womens/delaney-legging#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Delaney-Legging-W-Jute.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Sigma FL Pant Women's, Women, $250.00, $N/A, Black || Cobalt Moon || , https://arcteryx.com/ca/en/shop/womens/sigma-fl-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Sigma-FL-Pant-W-Cobalt-Moon.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Sigma SL Pant Women's, Women, $200.00, $N/A, Stratosphere || Labyrinth || , https://arcteryx.com/ca/en/shop/womens/sigma-sl-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Sigma-SL-Pant-W-Stratosphere.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Zeta SL Pant Women's, Women, $300.00, $N/A, Black || Dimma || , https://arcteryx.com/ca/en/shop/womens/zeta-sl-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Zeta-SL-Pant-W-Dimma.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Sabria Short Women's, Women, $120.00, $N/A, Black || Astral || Dimma || , https://arcteryx.com/ca/en/shop/womens/sabria-short#clickcode=281-335-5080, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Sabria-Short-W-Astral.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Kyla Romper Women's, Women, $130.00, $N/A, Black || Dracaena || Solus || , https://arcteryx.com/ca/en/shop/womens/kyla-romper#clickcode=281-335-5080, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Kyla-Romper-W-Dracaena.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Creston Short 4.5 Women's, Women, $90.00, $N/A, Inertia || Black || Astral || Cobalt Moon || Astro Eden || , https://arcteryx.com/ca/en/shop/womens/creston-short-4-5#clickcode=281-335-5080, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Creston-Short-4.5-W-Inertia.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Devis Short Women's, Women, $100.00, $N/A, Dracaena || Carbon Fibre || , https://arcteryx.com/ca/en/shop/womens/devis-short#clickcode=281-335-5080, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Devis-Short-W-Dracaena.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Creston Short 10.5 Women's, Women, $100.00, $N/A, Black || Astral || , https://arcteryx.com/ca/en/shop/womens/creston-short-10-5#clickcode=281-335-5080, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Creston-Short-10.5-W-Black.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Taema Short 6 Women's, Women, $90.00, $N/A, Black || Macro || , https://arcteryx.com/ca/en/shop/womens/taema-short-6#clickcode=281-335-5080, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Taema-Short-6-W-Macro.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Kapta Short 3.5 Women's, Women, $120.00, $N/A, Black || Macro || , https://arcteryx.com/ca/en/shop/womens/kapta-short-3-5#clickcode=281-335-5080, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Kapta-Short-3.5-W-Macro.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Gamma LT Short Women's, Women, $150.00, $N/A, Symbiome || Cobalt Moon || Macro || , https://arcteryx.com/ca/en/shop/womens/gamma-lt-short#clickcode=281-335-5080, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Gamma-LT-Short-W-Symbiome.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Kyla Short Women's, Women, $90.00, $N/A, Exosphere || Solus || , https://arcteryx.com/ca/en/shop/womens/kyla-short#clickcode=281-335-5080, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Kyla-Short-W-Solus.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Taema Skort Women's, Women, $100.00, $N/A, Dark Dakini || Black || Astral || , https://arcteryx.com/ca/en/shop/womens/taema-skort#clickcode=281-335-5080, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Taema-Skort-W-Dark-Dakini.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
