Name, Gender, Price, Sale Price, Colors, Item link, Image link, Sub category, Brand
Atlin Chino Pant Men's, Men, $120.00, $N/A, Mutu || Cobalt Moon || Pilot || , https://arcteryx.com/ca/en/shop/mens/atlin-chino-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Atlin-Chino-Pant-Pilot.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Stowe Pant Men's, Men, $130.00, $N/A, Taxus || Black || Cinder || Agra || , https://arcteryx.com/ca/en/shop/mens/stowe-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Stowe-Pant-Agra.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Levon Pant Men's, Men, $180.00, $N/A, Carbon Copy || Elk || Arbour || , https://arcteryx.com/ca/en/shop/mens/levon-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Levon-Pant-Arbour.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Russet Pant Men's, Men, $160.00, $N/A, Carbon Copy || Exosphere || , https://arcteryx.com/ca/en/shop/mens/russet-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Russet-Pant-Exosphere.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Sigma FL Pant Men's, Men, $250.00, $N/A, Black || Cinder || Yukon || Kingfisher || , https://arcteryx.com/ca/en/shop/mens/sigma-fl-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Sigma-FL-Pant-Yukon.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Sigma SL Pant Men's, Men, $200.00, $N/A, Black || Cryptochrome || Labyrinth || , https://arcteryx.com/ca/en/shop/mens/sigma-sl-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Sigma-SL-Pant-Cryptochrome.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Gamma LT Pant Men's, Men, $200.00, $N/A, Black || Exosphere || Agra || Labyrinth || , https://arcteryx.com/ca/en/shop/mens/gamma-lt-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Gamma-LT-Pant-Agra.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Gamma MX Pant Men's, Men, $300.00, $N/A, Black || Dracaena || Exosphere || , https://arcteryx.com/ca/en/shop/mens/gamma-mx-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Gamma-MX-Pant-Dracaena.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Cassiar Pant Men's, Men, $650.00, $N/A, Black || Paradox ||  || , https://arcteryx.com/ca/en/shop/mens/cassiar-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Cassiar-Pant-Paradox.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Macai Pant Men's, Men, $660.00, $N/A, Black || Neptune ||  || , https://arcteryx.com/ca/en/shop/mens/macai-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Macai-Pant-Neptune.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Axino Knicker Men's, Men, $200.00, $N/A, Enigma || , https://arcteryx.com/ca/en/shop/mens/axino-knicker#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Axino-Knicker-Enigma.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Proton Pant Men's, Men, $200.00, $N/A, Black || Exosphere || , https://arcteryx.com/ca/en/shop/mens/proton-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Proton-Pant-Exosphere.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Gamma AR Pant Men's, Men, $250.00, $N/A, Black || Cobalt Moon || Paradox || , https://arcteryx.com/ca/en/shop/mens/gamma-ar-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Gamma-AR-Pant-Paradox.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Beta SL Pant Men's, Men, $320.00, $N/A, Black || , https://arcteryx.com/ca/en/shop/mens/beta-sl-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Beta-SL-Pant-Black.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Zeta SL Pant Men's, Men, $300.00, $N/A, Black || Labyrinth || , https://arcteryx.com/ca/en/shop/mens/zeta-sl-pant#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Zeta-SL-Pant-Labyrinth.jpg?auto=format&amp;w=1350, pants, Arc'teryx
Incendo Short 9 Men's, Men, $100.00, $N/A, Black || Aeroponic || Exosphere || , https://arcteryx.com/ca/en/shop/mens/incendo-short-9#clickcode=281-335-5079, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Incendo-Short-9-Exosphere.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Aptin Short Men's, Men, $100.00, $N/A, Black || Cinder || Paradigm || , https://arcteryx.com/ca/en/shop/mens/aptin-short#clickcode=281-335-5079, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Aptin-Short-Paradigm.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Atlin Chino Short Men's, Men, $100.00, $N/A, Mutu || Cobalt Moon || Pilot || , https://arcteryx.com/ca/en/shop/mens/atlin-chino-short#clickcode=281-335-5079, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Atlin-Chino-Short-Mutu.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Lefroy Short Men's, Men, $100.00, $N/A, Black || Cobalt Moon || Cryptochrome || Elk || , https://arcteryx.com/ca/en/shop/mens/lefroy-short#clickcode=281-335-5079, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Lefroy-Short-Elk.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Motus Short 6 Men's, Men, $130.00, $N/A, Hubble || Black || , https://arcteryx.com/ca/en/shop/mens/motus-short-6#clickcode=281-335-5079, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Motus-Short-6-Hubble.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Palisade Short Men's, Men, $160.00, $N/A, Black || Cobalt Moon || Cryptochrome || Elk || , https://arcteryx.com/ca/en/shop/mens/palisade-short#clickcode=281-335-5079, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Palisade-Short-Elk.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Creston Short 8 Men's, Men, $100.00, $N/A, Exosphere || Agra || , https://arcteryx.com/ca/en/shop/mens/creston-short-8#clickcode=281-335-5079, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Creston-Short-8-Agra.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Creston Short 11 Men's, Men, $110.00, $N/A, Black || Exosphere || Agra || Arbour || , https://arcteryx.com/ca/en/shop/mens/creston-short-11#clickcode=281-335-5079, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Creston-Short-11-Exosphere.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Russet Short 12 Men's, Men, $120.00, $N/A, Mutu || Carbon Copy || Exosphere || , https://arcteryx.com/ca/en/shop/mens/russet-short-12#clickcode=281-335-5079, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Russet-Short-12-Exosphere.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Stowe Short 9.5 Men's, Men, $100.00, $N/A, Taxus || Black || Cinder || Matter || , https://arcteryx.com/ca/en/shop/mens/stowe-short-9-5#clickcode=281-335-5079, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Stowe-Short-9.5-Taxus.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
Gamma LT Short Men's, Men, $150.00, $N/A, Black || Exosphere || Agra || , https://arcteryx.com/ca/en/shop/mens/gamma-lt-short#clickcode=281-335-5079, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Gamma-LT-Short-Agra.jpg?auto=format&amp;w=1350, shorts, Arc'teryx
